partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
130512857RM,130512857R,60,130512857R60,26404001,RICO AUTO INDUSTRIES LTD                ,0,SUPT-CAMSHAFT BRG   ,660,V6,1.184,339.58,0.313,1190,1150,865,CKD---6IND
130513862RM,130513862R,60,130513862R60,26404001,RICO AUTO INDUSTRIES LTD                ,0,SUPT-CAMSHAFT BRG   ,455,YH,0.017,11.928,0.025,355,270,175,CAR-S-3961
130514370RM,130514370R,60,130514370R60,26404001,RICO AUTO INDUSTRIES LTD                ,0,SUPT-CAMSHAFT BRG   ,800,V6,1.184,337.4,0.313,1190,1150,865,CKD---6IND
130517257RM,130517257R,60,130517257R60,26404001,RICO AUTO INDUSTRIES LTD                ,0,CAP-CAMSHAFT BRG    ,616,YH,0.017,15.953,0.025,355,270,175,CAR-S-3961
130708160RE,130708160R,99,130708160R99,275432SP,SCHAEFFLER                              ,AS1,TENDEUR CHAINE DISTR,40,15,0,3.36,0.084,300,200,200,CAR-G*15--
130850344RE,130850344R,60,130850344R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GUIDE-TIMING CHAI   ,45,40,0,1.89,0.042,300,200,90,CAR-G*40--
130C70878RT,130C70878R,70,130C70878R70,26404001,RICO AUTO INDUSTRIES LTD                ,0,KIT SUPPORT CAMSHAFT,96,4H,0.737,157.5,1.335,1140,980,660,CAR-S*2990
132016529RE,132016529R,62,132016529R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VALVE-INTAKE        ,15,40,0.005,0.52,0.028,300,200,90,CAR-G*40--
132016529RM,132016529R,60,132016529R60,287880,RANE                                    ,0,VALVE-INTAKE        ,152,YG,0.014,4.737,0.0277,355,270,150,CAR-S-3960
132025069RE,132025069R,62,132025069R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VALVE-EXH           ,26,40,0.005,0.698,0.023,300,200,90,CAR-G*40--
132025069RM,132025069R,60,132025069R60,287880,RANE                                    ,0,VALVE-EXH           ,152,YG,0.014,4.175,0.024,355,270,150,CAR-S-3960
132034269RM,132034269R,70,132034269R70,407289,MUBEA AUTOMOTIVE                        ,1,SPR-VALVE           ,21000,V6,1.184,515.8,0.0198,1190,1150,865,CKD---6IND
132035EK0AN,132035EK0A,NP,132035EK0ANP,0011XD  ,MUBEA AUTOMOTIVE INDIA PVT. LTD.        ,NIS,"SPR-VALVE,INT       ",300,I3,0.034,7.84,0.02,560,380,160,NIS---DC30
132035EK0CN,132035EK0C,NP,132035EK0CNP,0011XD  ,MUBEA AUTOMOTIVE INDIA PVT. LTD.        ,NIS,"SPR-VALVE,EXH       ",300,I3,0.034,82.54,0.269,560,380,160,NIS---DC30
132059768RE,132059768R,70,132059768R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CUP-VALVE SPR SUP   ,50,40,0.005,3.25,0.063,300,200,90,CAR-G*40--
132059768RM,132059768R,69,132059768R69,287881,INDO SFS GROUP INDIA PRIVATE LIMITED    ,0,CUP-VALVE SPR SUPT  ,2000,40,0.005,16.848,0.0078,300,200,90,CAR-G*40--
132059768RT,132059768R,69,132059768R69,287881,INDO SFS GROUP INDIA PRIVATE LIMITED    ,0,CUP VALVE SPR SUPT  ,48000,4C,0.369,303,0.006,1140,490,660,CAR-S*3565
132074730RE,132074730R,70,132074730R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEAL-VALVE STEM     ,50,40,0.005,0.8,0.014,300,200,90,CAR-G*40--
132074730RM,132074730R,60,132074730R60,28817201,HI TECH ARAI                            ,0,SEAL-VALVE STEM     ,9500,YO,0.021,12.905,0.0013,396,297,175,CAR-S-3976
132074730RT,132074730R,60,132074730R60,28817201,HI TECH ARAI                            ,0,SEAL-VALVE STEM     ,38000,CY,0.36,64.4,0.0013,800,600,750,PAL-S-0247
132109661RE,132109661R,60,132109661R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"BUSH-SPLIT TAPER,   ",10,40,0.005,0.14,0.004,300,200,90,CAR-G*40--
132109661RM,132109661R,69,132109661R69,287881,INDO SFS GROUP INDIA PRIVATE LIMITED    ,0,BUSH-SPLIT TAPER VAL,40000,YB,0.014,12.453,0.0003,300,300,150,CAR-S-3950
132109661RT,132109661R,69,132109661R69,287881,INDO SFS GROUP INDIA PRIVATE LIMITED    ,0,BUSH SPLIT TAPER VA ,30000,40,0.005,12.1,0.0004,300,200,90,CAR-G*40--
132126404RE,132126404R,70,132126404R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GUIDE SOUPAPE       ,6,40,0.005,0.184,0.014,300,200,90,CAR-G*40--
132126404RM,132126404R,70,132126404R70,248325,GKN                                     ,1,GUIDE-VALVE         ,1000,40,0.005,13.125,0.0117,300,200,90,CAR-G*40--
132310244RE,132310244R,70,132310244R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,50,40,0.005,1.05,0.019,300,200,90,CAR-G*40--
132310629RE,132310629R,70,132310629R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,0.114,0.014,300,200,90,CAR-G*40--
132310662RE,132310662R,70,132310662R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132310730RM,132310730R,64,132310730R64,275432,SCHAEFFLER                              ,1,TAPET-VALUE         ,350,YG,0.014,8.655,0.0197,355,270,150,CAR-S-3960
132310730RM,132310730R,70,132310730R70,420148,SCHAEFFLER                              ,0,TAPET-VALUE         ,350,YG,0.014,8.655,0.0197,355,270,150,CAR-S-3960
132310967RE,132310967R,60,132310967R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132311352RE,132311352R,60,132311352R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,0.114,0.014,300,200,90,CAR-G*40--
132311583RE,132311583R,70,132311583R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,0.114,0.014,300,200,90,CAR-G*40--
132312622RM,132312622R,64,132312622R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.69,0.0198,355,270,150,CAR-S-3960
132312622RM,132312622R,70,132312622R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.69,0.0198,355,270,150,CAR-S-3960
132312982RE,132312982R,70,132312982R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,118,40,0.005,1.752,0.014,300,200,90,CAR-G*40--
132313128RM,132313128R,64,132313128R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.725,0.0199,355,270,150,CAR-S-3960
132313128RM,132313128R,70,132313128R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.725,0.0199,355,270,150,CAR-S-3960
132313235RE,132313235R,70,132313235R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132313559RE,132313559R,60,132313559R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,30.1,30,300,200,90,CAR-G*40--
132313970RM,132313970R,64,132313970R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.69,0.0198,355,270,150,CAR-S-3960
132313970RM,132313970R,70,132313970R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.69,0.0198,355,270,150,CAR-S-3960
132314454RE,132314454R,60,132314454R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132314739RE,132314739R,70,132314739R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132315099RM,132315099R,64,132315099R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,9.145,0.0211,355,270,150,CAR-S-3960
132315099RM,132315099R,70,132315099R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,9.145,0.0211,355,270,150,CAR-S-3960
132315600RE,132315600R,60,132315600R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,0.114,0.014,300,200,90,CAR-G*40--
132315950RM,132315950R,70,132315950R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,9.145,0.0211,355,270,150,CAR-S-3960
132315950RM,132315950R,99,132315950R99,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,9.145,0.0211,355,270,150,CAR-S-3960
132316153RM,132316153R,64,132316153R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.62,0.0196,355,270,150,CAR-S-3960
132316153RM,132316153R,70,132316153R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.62,0.0196,355,270,150,CAR-S-3960
132316443RE,132316443R,60,132316443R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,1,40,0.005,0.114,0.014,300,200,90,CAR-G*40--
132316486RE,132316486R,60,132316486R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132316590RM,132316590R,64,132316590R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.655,0.0197,355,270,150,CAR-S-3960
132316590RM,132316590R,70,132316590R70,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.655,0.0197,355,270,150,CAR-S-3960
132317036RE,132317036R,60,132317036R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132317981RE,132317981R,60,132317981R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132318364RE,132318364R,70,132318364R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,13,40,0.005,86.81,6.67,300,200,90,CAR-G*40--
132319248RE,132319248R,60,132319248R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132319353RE,132319353R,60,132319353R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,16,40,0.005,0.324,0.014,300,200,90,CAR-G*40--
132319830RE,132319830R,62,132319830R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAPPET-VALVE        ,5,40,0.005,0.2,0.02,300,200,90,CAR-G*40--
132319830RM,132319830R,64,132319830R64,275432,SCHAEFFLER                              ,1,TAPPET-VALVE        ,350,YG,0.014,8.62,0.0196,355,270,150,CAR-S-3960
132319830RM,132319830R,99,132319830R99,420148,SCHAEFFLER                              ,0,TAPPET-VALVE        ,350,YG,0.014,8.62,0.0196,355,270,150,CAR-S-3960
132654647RE,132654647R,70,132654647R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-CYL HEAD      ,2,40,0.005,1.926,0.913,300,200,90,CAR-G*40--
132689311RE,132689311R,60,132689311R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,DMPR-CYL HEAD COV   ,50,40,0.005,0.95,0.017,300,200,90,CAR-G*40--
135003HD0AT,135003HD0A,0,135003HD0A00,008AL6  ,AHRESTY INDIA PVT LTD                   ,NIS,COVER ASSY-FR       ,54,**,1.507,256.516,3.254,1180,1140,1120,ENS---3NC1
135007267RE,135007267R,60,135007267R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER ASSY-TIMING   ,2,40,0.005,3.754,1.827,300,200,90,CAR-G*40--
135023385RM,135023385R,60,135023385R60,26404001,RICO AUTO INDUSTRIES LTD                ,0,CASE-TIMING         ,72,V6,1.184,261.76,2.08,1190,1150,865,CKD---6IND
135029821RE,135029821R,66,135029821R66,264040SP,RICO AUTO INDUSTRIES LTD                ,SR1,CARTER DISTRIBUTION ,6,9,0,12.6,2.1,600,400,300,CAR-G*09--
135106492RE,135106492R,70,135106492R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"SEAL-RING, CRANKSHAF",3,40,0.005,3.016,0.972,300,200,90,CAR-G*40--
135106492RM,135106492R,64,135106492R64,28817201,HI TECH ARAI                            ,0,SEAL-RING CRANSHFT  ,840,YO,0.021,9.795,0.011,396,297,175,CAR-S-3976
135106492RT,135106492R,66,135106492R66,28817201,HI TECH ARAI                            ,0,SEAL-RING CRANSHFT  ,840,YO,0.021,9.795,0.011,396,297,175,CAR-S-3976
135106494RE,135106494R,70,135106494R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"SEAL-RING, CRANKS   ",150,40,0.005,2.2,0.014,300,200,90,CAR-G*40--
135106494RM,135106494R,60,135106494R60,28817201,HI TECH ARAI                            ,0,SEAL-RING CRANSHFT T,840,YO,0.021,32.475,0.038,396,297,175,CAR-S-3976
135208881RD,135208881R,71,135208881R71,263749,SELLOWRAP MANUFACTURING CO.             ,1,CW-JOINT SUPPORT BAG,240,ZR,0.07,7.416,0.0264,545,355,360,CAR-S-3992
135654971RE,135654971R,70,135654971R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GSKT-TIMING COVER   ,91,40,0.005,0.828,0.008,300,200,90,CAR-G*40--
135654971RM,135654971R,70,135654971R70,271403,JAYASHREE POLYMERS                      ,1,GSKT-TIMING COVER   ,750,YH,0.017,3.48,0.0015,355,270,175,CAR-S-3961
135654971RT,135654971R,70,135654971R70,271403,JAYASHREE POLYMERS                      ,1,GSKT-TIMING COVER   ,4550,4C,0.369,33.655,0.0041,1140,490,660,CAR-S*3565
140362111RE,140362111R,70,140362111R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEAL-EXH MANIF      ,120,40,0.005,2.38,0.019,300,200,90,CAR-G*40--
140362111RM,140362111R,60,140362111R60,287882,DMC AUTOMOTIVE PVT LTD                  ,0,SEAL-EXH MANIF      ,200,YH,0.017,3.153,0.013,355,270,175,CAR-S-3961
144113792RE,144113792R,60,144113792R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TURBO CHARGER       ,1,40,0.005,3.9,3.8,300,200,90,CAR-G*40--
144401289RE,144401289R,66,144401289R66,264040SP,RICO AUTO INDUSTRIES LTD                ,SR1,"DUCT-EXH GAS,TURB   ",3,4H,0.737,24.586,1.362,1140,980,660,CAR-S*2990
144401289RE,144401289R,70,144401289R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"DUCT-EXH GAS,TURB   ",3,4H,0.737,24.586,1.362,1140,980,660,CAR-S*2990
144602909RA,144602909R,70,144602909R70,264040,RICO AUTO INDUSTRIES LTD                ,1,DUCT-TURBO & EXCHANG,270,3P,0.961,140.477,0.4351,1140,980,860,CAR-S*2991
144602909RE,144602909R,66,144602909R66,264040SP,RICO AUTO INDUSTRIES LTD                ,SR1,CARTER DISTRIBUTION ,2,9,0.072,1.226,0.333,600,400,300,CAR-G*09--
144602909RE,144602909R,70,144602909R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARTER DISTRIBUTION ,2,9,0.072,1.226,0.333,600,400,300,CAR-G*09--
144677MA0AZ,144677MA0A,ZD,144677MA0AZD,008AF6  ,VICTORA AUTO PVT. LTD                   ,NIS,BRKT-AIR SUCT TUBE  ,540,U0,1.682,374.4,0.6,1180,1140,1250,NIS---DZA9
146506308RI,146506308R,72,146506308R72,297283,MIKUNI                                  ,1,PUMPVAC-BRAKEBOSS   ,224,3P,0.961,238.68,0.695,1140,980,860,CAR-S*2991
146506308RY,146506308R,66,146506308R66,431431,MIKUNI                                  ,1,PUMPVAC-BRAKEBOSS   ,224,3P,0.961,238.68,0.695,1140,980,860,CAR-S*2991
146507702RE,146507702R,70,146507702R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"PUMP-VAC, BRAKE BOOS",2,40,0.005,0.656,0.278,300,200,90,CAR-G*40--
147102974RE,147102974R,62,147102974R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,VALVE-EGR           ,254,13,0.024,2.556,0.009,400,300,200,CAR-G*13--
147228397RE,147228397R,60,147228397R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GSKT-EXH GAS DUCT & ,260,40,0.005,0.178,0.0003,300,200,90,CAR-G*40--
147228397RE,147228397R,66,147228397R66,264040SP,RICO AUTO INDUSTRIES LTD                ,SR1,GSKT-EXH GAS DUCT & ,260,40,0.005,0.178,0.0003,300,200,90,CAR-G*40--
147252238RE,147252238R,66,147252238R66,264040SP,RICO AUTO INDUSTRIES LTD                ,SR1,EGR PIPE            ,789,4G,1.091,209.626,0.234,1450,1140,660,CAR-S*3573
147252238RE,147252238R,70,147252238R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,EGR PIPE            ,789,4G,1.091,209.626,0.234,1450,1140,660,CAR-S*3573
147350718RE,147350718R,70,147350718R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ALTERNATEUR         ,344,40,0.005,1720.1,5,300,200,90,CAR-G*40--
147357493RE,147357493R,60,147357493R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,EGR COOLER          ,125,12,0.036,346.36,2.768,400,300,300,CAR-G*12--
147357493RE,147357493R,66,147357493R66,276065SP,BORGWARNER EMISSIONS SYS I P.LTD.       ,AS1,EGR COOLER          ,125,12,0.036,346.36,2.768,400,300,300,CAR-G*12--
148062340RE,148062340R,60,148062340R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"LABEL-CAUTION,D     ",30,40,0.005,150.1,5,300,200,90,CAR-G*40--
149116083RD,149116083R,66,149116083R66,268377,IMPERIAL AUTO INDISTRIES LIMITED        ,0,"TUBE-FUELVAPOR,SOL  ",100,76,0.067,4.7,0.036,508,432,305,CAR-S-4104
149116837RE,149116837R,60,149116837R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, TUBE-FUEL VAPOUR AB,12,9,0,1.08,0.09,600,400,300,CAR-G*09--
149320952RA,149320952R,66,149320952R66,269241,RICO FLUIDTRONICS                       ,1,BRKT-SOLENOID VALVE ,972,3P,0.961,247.92,0.2314,1140,980,860,CAR-S*2991
149320952RE,149320952R,70,149320952R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BRKT SOL VALVE      ,1,4G,1.091,25.193,0.193,1450,1140,660,CAR-S*3573
149501HS0AC,149501HS0A,CC,149501HS0ACC,008AH4  ,MAHLE FILTER SYSTEMS INDIA LTD.         ,NIS,CANISTER ASSY-EVAP  ,840,IF,1.498,211.3,0.195,1410,850,1250,NIS---DZAF
149501HS0AD,149501HS0A,60,149501HS0A60,287878,MAHLE FILTER                            ,0,CANISTER ASSY-EVAP  ,20,YV,0.034,7.216,0.32,545,355,175,CAR-S-3986
149501HS0AE,149501HS0A,60,149501HS0A60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ABSORBEUR VAPEUR ESS,127,40,0.005,40.74,0.32,300,200,90,CAR-G*40--
149501HS0AH,149501HS0A,HC,149501HS0AHC,008AH4  ,MAHLE FILTER SYSTEMS INDIA LTD.         ,NIS,CANISTER ASSY-EVAP  ,840,IO,0.787,334.67,0.32,1180,1140,585,NIS---DZB1
149503HD0AC,149503HD0A,CC,149503HD0ACC,008AH4  ,MAHLE FILTER SYSTEMS INDIA LTD.         ,NIS,CANISTER ASSY-EVAP  ,840,IO,0.787,229.67,0.195,1180,1140,585,NIS---DZB1
149503HD0AH,149503HD0A,HC,149503HD0AHC,008AH4  ,MAHLE FILTER SYSTEMS INDIA LTD.         ,NIS,CANISTER ASSY-EVAP  ,840,IO,0.787,334.67,0.32,1180,1140,585,NIS---DZB1
149505LM0AT,149505LM0A,QC,149505LM0AQC,008BT8  ,KOREA FUEL-TECH INDIA PVT LTD           ,NIS,CANISTER ASSY-EVAP  ,162,ID,1.473,213,1,1180,1140,1095,NIS---DZAD
149505R70AO,149505R70A,OC,149505R70AOC,008BT8  ,KOREA FUEL-TECH INDIA PVT LTD           ,NIS,CANISTER ASSY-EVAP  ,162,ID,1.473,213,1,1180,1140,1095,NIS---DZAD
149505R70AT,149505R70A,TC,149505R70ATC,008BT8  ,KOREA FUEL-TECH INDIA PVT LTD           ,NIS,CANISTER ASSY-EVAP  ,162,ID,1.473,213,1,1180,1140,1095,NIS---DZAD
150004776RE,150004776R,62,150004776R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PUMP-ENGINE OIL     ,24,40,0.005,8.092,0.333,300,200,90,CAR-G*40--
150004776RM,150004776R,60,150004776R60,287917,PRICOL                                  ,0,ENG OIL PUMP        ,32,YU,0.029,12.292,0.36,545,355,150,CAR-S-3985
150263443RY,150263443R,70,150263443R70,425010,SAMVARDHANA MOTHERSON INNOVATIVE        ,0,OIL PUMP GEAR       ,1344,6P,0.475,186,0.125,1140,980,425,CAR-S*3908
150268986RY,150268986R,70,150268986R70,425010,SAMVARDHANA MOTHERSON INNOVATIVE        ,0,OIL PUMP GEAR       ,1344,4C,0.369,183,0.125,1140,490,660,CAR-S*3565
150411838RY,150411838R,60,150411838R60,29924701,BORGWARNER MORSE TEC INDIA PVT LTD      ,0,CHN-R121-LNF-042P-N1,2880,4C,0.369,423.96,0.142,1140,490,660,CAR-S*3565
150430188RA,150430188R,66,150430188R66,425010,SAMVARDHANA MOTHERSON INNOVATIVE        ,0,OILPUMP SPROCKET    ,864,4C,0.369,105.72,0.105,1140,490,660,CAR-S*3565
150538676RE,150538676R,60,150538676R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"GSKT-STRAINER, EN   ",45,40,0.005,0.19,0.002,300,200,90,CAR-G*40--
150565634RE,150565634R,62,150565634R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEAL-OIL CIRCUIT    ,10,40,0.005,0.13,0.003,300,200,90,CAR-G*40--
150565634RM,150565634R,70,150565634R70,271403,JAYASHREE POLYMERS                      ,1,SEAL-OIL CIRCUIT    ,1500,YH,0.017,4.275,0.0006,355,270,175,CAR-S-3961
150565634RT,150565634R,66,150565634R66,271403,JAYASHREE POLYMERS                      ,1,SEAL-PIL CIRCUT     ,10500,4C,0.369,41.25,0.0025,1140,490,660,CAR-S*3565
152081HC0AE,152081HC0A,70,152081HC0A70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ELEMENT ASSY-OIL FLT,20,40,0.005,4.1,0.2,300,200,90,CAR-G*40--
152081HC0AE,152081HC0A,99,152081HC0A99,268426SP,MAHLE FILTER SYSTEMS INDIA LTD.         ,AS2,ELEMENT ASSY-OIL FLT,20,40,0.005,4.1,0.2,300,200,90,CAR-G*40--
152088127RE,152088127R,62,152088127R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FILTER-OIL          ,1142,4,0.18,183.82,0.16,1200,500,300,CAR-G*04--
152088127RM,152088127R,57,152088127R57,268426,MAHLE FILTER SYSTEMS INDIA LTD.         ,1,FILTER-OIL          ,1400,V6,1.184,300.931,0.1527,1190,1150,865,CKD---6IND
152551HC0AE,152551HC0A,70,152551HC0A70,270697,NISSAN MOTORS INDIA P LTD               ,SR1, CAP ASSY-OIL FILLE ,16,40,0.005,0.532,0.027,300,200,90,CAR-G*40--
152551HC0AN,152551HC0A,NC,152551HC0ANC,008AJ3  ,ITW INDIA LIMITED                       ,NIS,CAP ASSY-OIL FILLER ,72,I4,0.017,2.931,0.0271,380,275,160,NIS----DC4
161208051RE,161208051R,70,161208051R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,UNIT-MOTOR DRIVEN   ,3,9,0,1.773,0.591,600,400,300,CAR-G*09--
161208051RM,161208051R,60,161208051R60,287699,DELLORTO INDIA P.LTD                    ,1,UNIT-MOTOR DRIVEN TH,18,YV,0.034,12.451,0.4558,545,355,175,CAR-S-3986
161754360RE,161754360R,60,161754360R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GSKT-THROTTLE UNI   ,150,9,0,0.6,0.004,600,400,300,CAR-G*09--
161758552RE,161758552R,60,161758552R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GSKT-THROTTLE UNIT  ,233,40,0.005,1.032,0.004,300,200,90,CAR-G*40--
164114239RE,164114239R,70,164114239R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PROTECTEUR FILTRE GA,4,40,0.005,1.212,0.278,300,200,90,CAR-G*40--
164464747RE,164464747R,60,164464747R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUBE-FUEL FEED      ,8,40,0.005,0.82,0.09,300,200,90,CAR-G*40--
164468384RE,164468384R,60,164468384R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUBE-FUEL           ,3,40,0.005,1.21,0.37,300,200,90,CAR-G*40--
165556419RB,165556419R,66,165556419R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,DUCT-RESONATOR AIR I,2,40,0.005,1.036,0.468,300,200,90,CAR-G*40--
165556541RE,165556541R,70,165556541R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,DUCT-RESONATOR AI   ,12,9,0,4.32,0.36,600,400,300,CAR-G*09--
165563978RB,165563978R,66,165563978R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,DUCT-FILTER AIR I   ,2,40,0.005,0.416,0.158,300,200,90,CAR-G*40--
166002099RB,166002099R,66,166002099R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,INJECTOR-GAS        ,6,40,0.005,0.262,0.027,300,200,90,CAR-G*40--
166002099RE,166002099R,70,166002099R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,INJECTOR-GAS        ,3,40,0.005,0.181,0.027,300,200,90,CAR-G*40--
166180285RE,166180285R,60,166180285R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEAL-PETROL INJEC   ,150,40,0.005,0.55,0.003,300,200,90,CAR-G*40--
166349486RE,166349486R,70,166349486R70,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PROTECTOR-PUMP HIGH ,4,40,0.005,1.212,0.278,300,200,90,CAR-G*40--
170113920RB,170113920R,66,170113920R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COMPL-FUEL PUMP GAUG,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
170485209RE,170485209R,60,170485209R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FUEL PUMP-STRAINGER ,200,40,0,6,0.03,300,200,90,CAR-G*40--
